,Rank,Name,Keywords,Corr,pvalue
4205,4206,SP_Summaries_welch_rect_areatopeak,FourierSpectrum,0.081,0.010186158111821421
4206,4207,EX_MovingThreshold_01_002_pkick,outliers,0.081,0.010362792496623977
4207,4208,ST_LocalExtrema_l50_medianrat,"distribution,stationarity",0.081,0.010094324193821084
4208,4209,FC_LocalSimple_lfit4_gofr2,forecasting,0.081,0.009972217762710423
4209,4210,EN_Randomize_permute_xc1hp,"entropy,slow",0.081,0.010598143668761007
4210,4211,EN_Randomize_statdist_xcn1fexpa,"entropy,slow",0.081,0.010859116060775782
4211,4212,FC_Surprise_dist_10_tau_m2quad_500_mean,"information,symbolic",0.081,0.01005017421983177
4212,4213,FC_Surprise_T2_20_2_udq_500_median,"information,symbolic",0.081,0.0101476467807535
4213,4214,FC_Surprise_T1_100_5_q_500_min,"information,symbolic",0.081,0.01088849324922411
4214,4215,SB_TransitionMatrix_3ac_T2,"symbolic,transitionmat",0.081,0.010459825720280114
4215,4216,SB_TransitionMatrix_51_ondiag,"symbolic,transitionmat",0.081,0.010199903326694109
4216,4217,SB_TransitionMatrix_31_maximeig,"symbolic,transitionmat",0.081,0.010844451619841286
4217,4218,CO_AddNoise_ac_kraskov1_4_ami_at_15,"correlation,AMI,entropy",0.081,0.010794652408173637
4218,4219,CO_AddNoise_ac_kraskov1_4_ami_at_10,"correlation,AMI,entropy",0.081,0.010044809342360654
4219,4220,CO_AddNoise_1_kraskov1_4_fitlina,"correlation,AMI,entropy",0.081,0.010202284137753483
4220,4221,SY_LocalGlobal_kurtosis_l50,"stationarity,distribution",0.081,0.01021780222468626
4221,4222,MF_GARCHfit_ar_P1_Q2_stde_stde,model,0.080,0.01169721751279623
4222,4223,MS_shannon_2t10_4_stdent,"entropy,mex",0.080,0.01190450890655499
4223,4224,MF_GP_FitAcross_covSEiso_covNoise_20_logh3,"model,GaussianProcess",0.080,0.011090133798168436
4224,4225,PP_Iterate_diff_gauss1_hsqrt_trend,"preprocessing,raw",0.080,0.012903830148605293
4225,4226,PP_Compare_poly1_kscn_peaksepx,"preprocessing,raw",0.080,0.013709795198121408
4226,4227,SD_TSTL_surrogates_mi_100_3_trev_ksphereonmax,"nonlinear,tstool,correlation,surrogate",0.080,0.011423590077218814
4227,4228,TSTL_localdensity_5_40_ac_2_tauacden,"nonlinear,tstool",0.080,0.012180166343811102
4228,4229,NL_TSTL_dimensions_50_ac_fnnmar_scr_co_m1_scaling_exp,"nonlinear,tstool,scaling,dimension",0.080,0.01292162051083762
4229,4230,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfitresmeanabs,"nonlinear,correlation,tstool,stochastic",0.080,0.013540309144475841
4230,4231,NL_crptool_fnn_10_2_ac_fnn4,"nonlinear,dimension,crptool",0.080,0.01116030519885745
4231,4232,SP_Summaries_welch_rect_ncross_f01,FourierSpectrum,0.080,0.01169064627765475
4232,4233,SP_Summaries_welch_rect_wmax_25,FourierSpectrum,0.080,0.010888692044330572
4233,4234,SP_Summaries_pgram_hamm_linfitloglog_lf_a1,FourierSpectrum,0.080,0.010985450225085666
4234,4235,SP_Summaries_pgram_hamm_maxS,FourierSpectrum,0.080,0.01112015344810689
4235,4236,ST_LocalExtrema_n100_medianext,"distribution,stationarity",0.080,0.011235863228772909
4236,4237,ST_LocalExtrema_n50_stdext,"distribution,stationarity",0.080,0.011203594964283147
4237,4238,DN_OutlierInclude_p_001_nfexprmse,"distribution,outliers",0.080,0.011791822296075744
4238,4239,DN_OutlierInclude_abs_001_stdrfexprmse,"distribution,outliers",0.080,0.011764337446560441
4239,4240,EN_Randomize_dyndist_d1fexpb,"entropy,slow",0.080,0.010976136314905429
4240,4241,EN_Randomize_dyndist_xc1hp,"entropy,slow",0.080,0.011442839592925035
4241,4242,FC_Surprise_T2_20_2_udq_500_lq,"information,symbolic",0.080,0.01110604402435536
4242,4243,FC_Surprise_T2_20_2_q_500_min,"information,symbolic",0.080,0.011839578328061564
4243,4244,NW_VisibilityGraph_norm_evparam1,"network,visibilityGraph",0.080,0.011400113229886003
4244,4245,PH_ForcePotential_sine_10_004_10_ac50,dynamicalSystem,0.080,0.011427061911096737
4245,4246,SB_TransitionMatrix_3ac_T1,"symbolic,transitionmat",0.080,0.011741860484982969
4246,4247,SB_TransitionMatrix_41_maxeigcov,"symbolic,transitionmat",0.080,0.011799068028401914
4247,4248,CO_AddNoise_1_kraskov1_4_firstUnder75,"correlation,AMI,entropy",0.080,0.011711689349906396
4248,4249,SY_LocalGlobal_iqr_p5,"stationarity,distribution",0.080,0.011725608727999243
4249,4250,CO_glscf_2_2_5,"correlation,glscf",0.080,0.011453329930501702
4250,4251,CO_glscf_1_10_3,"correlation,glscf",0.080,0.011649632310643681
4251,4252,IN_AutoMutualInfoStats_40_gaussian_ami37,"information,correlation,AMI",0.080,0.011062237032039526
4252,4253,CO_HistogramAMI_std1_10_5,"information,correlation,AMI",0.080,0.01144070178132738
4253,4254,CO_HistogramAMI_std1_2_5,"information,correlation,AMI",0.080,0.011414359831848192
4254,4255,AC_nl_112,"correlation,nonlinearautocorr",0.080,0.010910984733229673
4255,4256,AC_18,correlation,0.080,0.010938516151775777
4256,4257,MF_GARCHfit_ar_P1_Q2_stde_p5_5,model,0.079,0.012721712381773057
4257,4258,MF_StateSpace_n4sid_1_05_1_stde,model,0.079,0.012233240063777153
4258,4259,WL_coeffs_db3_3_wb50m,wavelet,0.079,0.012072553916091463
4259,4260,WL_DetailCoeffs_db3_max_wheremax_max,wavelet,0.079,0.012660297757202331
4260,4261,NL_TSTL_dimensions_50_ac_fnnmar_scr_co_m3_minbad,"nonlinear,tstool,scaling,dimension",0.079,0.013313133724412339
4261,4262,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m2_meansqres,"nonlinear,tstool,scaling,dimension",0.079,0.014057951023040987
4262,4263,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m2_meanabsres,"nonlinear,tstool,scaling,dimension",0.079,0.014294859695306665
4263,4264,SP_Summaries_fft_ncross_f02,FourierSpectrum,0.079,0.012684303767286962
4264,4265,SP_Summaries_fft_linfitloglog_mf_sigrat,FourierSpectrum,0.079,0.012212550513061617
4265,4266,SP_Summaries_fft_wmax_25,FourierSpectrum,0.079,0.01219496227355164
4266,4267,SP_Summaries_welch_rect_ncross_f02,FourierSpectrum,0.079,0.01255946827745687
4267,4268,SP_Summaries_welch_rect_linfitloglog_mf_sigrat,FourierSpectrum,0.079,0.012212550513061617
4268,4269,SP_Summaries_pgram_hamm_ncross_f01,FourierSpectrum,0.079,0.012441922435101456
4269,4270,SC_FluctAnal_2_iqr_50_logi_meanssr,scaling,0.079,0.011974833586319398
4270,4271,SB_MotifThree_diffquant_ccaa,"symbolic,motifs",0.079,0.012910331037794938
4271,4272,SB_MotifThree_diffquant_cbbc,"symbolic,motifs",0.079,0.01299394886625216
4272,4273,DN_SimpleFit_gauss1_resruns_ks,"distribution,gof,gauss1",0.079,0.012802075147691876
4273,4274,FC_LocalSimple_lfittau_taures,forecasting,0.079,0.012377475814515523
4274,4275,EN_Randomize_statdist_ac1fexpa,"entropy,slow",0.079,0.012556488228301398
4275,4276,PH_Walker_prop_01_w_ac1,trend,0.079,0.011926885305735565
4276,4277,FC_Surprise_T2_50_tau_m2quad_500_lq,"information,symbolic",0.079,0.012041087427077147
4277,4278,FC_Surprise_T1_10_1_m2quad_500_median,"information,symbolic",0.079,0.012775394149728215
4278,4279,FC_Surprise_dist_20_2_udq_500_min,"information,symbolic",0.079,0.012243724148655235
4279,4280,SY_SpreadRandomLocal_200_100_meantaul,stationarity,0.079,0.012297907474317643
4280,4281,PH_ForcePotential_sine_10_004_10_ac1,dynamicalSystem,0.079,0.012573202756970556
4281,4282,SB_TransitionpAlphabet_20_ac_trcovfexp_a,"symbolic,transitionmat",0.079,0.012114241753443326
4282,4283,CO_AddNoise_1_std1_10_fitlinb,"correlation,AMI,entropy",0.079,0.012071026911571
4283,4284,SY_SlidingWindow_lil_ent10_2,stationarity,0.079,0.012244338030830509
4284,4285,AC_nl_124,"correlation,nonlinearautocorr",0.079,0.012424143167306853
4285,4286,MF_StateSpace_n4sid_2_05_1_k_1,model,0.078,0.013150384292628225
4286,4287,NL_embed_PCA_1_10_nto50,"embedding,pca",0.078,0.01362515917032852
4287,4288,PP_Iterate_diff_swms5_2_jump,"preprocessing,raw,stationarity",0.078,0.014161588470274662
4288,4289,PP_Compare_resample_2_1_kscn_peaksepx,"preprocessing,raw",0.078,0.015998834230638737
4289,4290,PP_Compare_medianf10_kscn_olapint,"preprocessing,raw",0.078,0.013497093944390172
4290,4291,PP_Compare_poly2_olbt_m2,"preprocessing,raw",0.078,0.01414413485491358
4291,4292,PP_Compare_poly1_olbt_m5,"preprocessing,raw",0.078,0.014033585080781154
4292,4293,SD_TSTL_surrogates_1_100_2_trev_kspminfromext,"nonlinear,tstool,correlation,surrogate",0.078,0.013376420960129375
4293,4294,NL_TSTL_PoincareSection_max_1_zerospbox10,"nonlinear,tstool",0.078,0.014106689366830166
4294,4295,NL_TSTL_PoincareSection_max_ac_iqrD,"nonlinear,tstool",0.078,0.014393903678707078
4295,4296,NL_TISEAN_c1_1_2_6_25_01_bestestdstd,"nonlinear,tisean,dimension,entropy",0.078,0.014162934604608329
4296,4297,SP_Summaries_fft_ncross_f01,FourierSpectrum,0.078,0.014209242831440592
4297,4298,SP_Summaries_pgram_hamm_statav5_m,FourierSpectrum,0.078,0.01308422965795863
4298,4299,ST_LocalExtrema_l100_meanmax,"distribution,stationarity",0.078,0.014099081860529149
4299,4300,DN_OutlierInclude_p_001_nflb,"distribution,outliers",0.078,0.013634059530406917
4300,4301,EN_Randomize_permute_ac1fexpa,"entropy,slow",0.078,0.0133053930415173
4301,4302,EN_Randomize_dyndist_ac1fexpa,"entropy,slow",0.078,0.013910198798521638
4302,4303,EN_Randomize_statdist_ac4fexpr2,"entropy,slow",0.078,0.01320467092892738
4303,4304,FC_Surprise_dist_5_2_udq_500_tstat,"information,symbolic",0.078,0.014029228818260011
4304,4305,FC_Surprise_T1_20_2_q_500_median,"information,symbolic",0.078,0.013309907255712532
4305,4306,CO_Embed2_Shapes_tau_circle_01_mode_val,"correlation,embedding",0.078,0.013106189505283923
4306,4307,PH_ForcePotential_sine_1_1_1_finaldev,dynamicalSystem,0.078,0.013387364765020903
4307,4308,SB_TransitionMatrix_3ac_ondiag,"symbolic,transitionmat",0.078,0.013666824044505085
4308,4309,CO_trev_1_num,"correlation,nonlinear",0.078,0.013894673031403633
4309,4310,EN_DistributionEntropy_hist_auto_005,entropy,0.078,0.013064788394738732
4310,4311,SY_LocalGlobal_std_p05,"stationarity,distribution",0.078,0.013906791685147746
4311,4312,SY_SlidingWindow_lil_sampen2_10,stationarity,0.078,0.013873581924299244
4312,4313,IN_AutoMutualInfoStats_40_gaussian_pminima,"information,correlation,AMI",0.078,0.013351121189007352
4313,4314,CO_HistogramAMI_std2_2_4,"information,correlation,AMI",0.078,0.013686785186338327
4314,4315,DN_Moments_8,"distribution,moment,shape",0.078,0.013361383775571582
4315,4316,MF_armax_3_1_05_1_ac1,model,0.077,0.01470009900115545
4316,4317,MF_CompareAR_1_10_all_meddiff,model,0.077,0.0147773862741118
4317,4318,WL_coeffs_db3_2_wb50m,wavelet,0.077,0.015092509590779572
4318,4319,PP_Compare_rav10_olbt_m5,"preprocessing,raw",0.077,0.01444604112706517
4319,4320,NL_TSTL_PoincareSection_max_mi_minx,"nonlinear,tstool",0.077,0.01565374428261809
4320,4321,SP_Summaries_fft_statav2_s,FourierSpectrum,0.077,0.015494657631202809
4321,4322,SP_Summaries_fft_linfitloglog_lf_a1,FourierSpectrum,0.077,0.014309720692133172
4322,4323,SP_Summaries_welch_rect_statav2_s,FourierSpectrum,0.077,0.014989045633823387
4323,4324,SP_Summaries_welch_rect_linfitloglog_lf_a1,FourierSpectrum,0.077,0.014309720692133172
4324,4325,SC_FluctAnal_2_iqr_50_logi_se1,scaling,0.077,0.015354522373775636
4325,4326,SB_MotifThree_quantile_aabb,"symbolic,motifs",0.077,0.01499664570780808
4326,4327,SB_MotifThree_quantile_ccc,"symbolic,motifs",0.077,0.01436792473629181
4327,4328,EX_MovingThreshold_1_002_meanq,outliers,0.077,0.01423655563495284
4328,4329,EN_Randomize_permute_d1fexpr2,"entropy,slow",0.077,0.015183647716143623
4329,4330,EN_Randomize_permute_xc1fexpa,"entropy,slow",0.077,0.014496360584009224
4330,4331,EN_Randomize_dyndist_xcn1hp,"entropy,slow",0.077,0.015018116162332411
4331,4332,EN_Randomize_statdist_xc1fexpa,"entropy,slow",0.077,0.01509925488264314
4332,4333,PH_Walker_prop_11_w_propzcross,trend,0.077,0.015123534692857639
4333,4334,FC_Surprise_dist_50_3_udq_500_lq,"information,symbolic",0.077,0.014412459696838846
4334,4335,CO_Embed2_Shapes_tau_circle_1_mode_val,"correlation,embedding",0.077,0.014506228766506164
4335,4336,CO_Embed2_Basic_tau_incircle_01,correlation,0.077,0.014914920922109474
4336,4337,SB_TransitionMatrix_51_symdiff,"symbolic,transitionmat",0.077,0.014986452078205781
4337,4338,CO_AddNoise_1_gaussian_firstUnder75,"correlation,AMI,entropy",0.077,0.01496467111937577
4338,4339,HT_DistributionTest_chi2ev25,"hypothesistest,distribution,raw",0.077,0.014260015240349882
4339,4340,EN_rpde_3_ac_H,entropy,0.077,0.01463420024652275
4340,4341,IN_AutoMutualInfoStats_40_gaussian_pmaxima,"information,correlation,AMI",0.077,0.014498362355121744
4341,4342,WL_dwtcoeff_sym2_5_noisestd_l5,"wavelet,dwt",0.076,0.015837415589861046
4342,4343,MF_GP_hyperparameters_covSEiso_covNoise_1_200_first_mabserr_std,"model,GaussianProcess",0.076,0.01768007398101173
4343,4344,PP_Compare_medianf10_olbt_s2,"preprocessing,raw",0.076,0.016464888321034567
4344,4345,PP_Compare_diff1_olbt_s2,"preprocessing,raw",0.076,0.01652180973460984
4345,4346,PP_Compare_sin2_swss2_1,"preprocessing,raw,stationarity",0.076,0.016333285995434575
4346,4347,PP_Compare_poly1_olbt_s5,"preprocessing,raw",0.076,0.01668107954313901
4347,4348,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m3_minbad,"nonlinear,tstool,scaling,dimension",0.076,0.018393844313418253
4348,4349,NL_TSTL_dimensions_50_ac_fnnmar_co_lfitb2,"nonlinear,tstool,scaling,dimension",0.076,0.018262416317366532
4349,4350,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar_robfitresmeansq,"nonlinear,correlation,tstool,stochastic",0.076,0.01901726843013733
4350,4351,SP_Summaries_fft_peakPower_prom2,FourierSpectrum,0.076,0.01555365523876566
4351,4352,SP_Summaries_welch_rect_peakPower_prom2,FourierSpectrum,0.076,0.016404726229600708
4352,4353,SB_MotifThree_diffquant_baac,"symbolic,motifs",0.076,0.016719781740346114
4353,4354,ST_LocalExtrema_n100_meanrat,"distribution,stationarity",0.076,0.015581609391372287
4354,4355,EN_SampEn_5_01_sampen0,"entropy,sampen",0.076,0.016571902330855065
4355,4356,PH_Walker_prop_09_sw_distdiff,trend,0.076,0.015580126955962422
4356,4357,FC_Surprise_T1_20_2_udq_500_uq,"information,symbolic",0.076,0.016312760673263683
4357,4358,FC_Surprise_T2_50_3_q_500_tstat,"information,symbolic",0.076,0.0168220140628143
4358,4359,CO_TranslateShape_circle_15_pts_ones,correlation,0.076,0.016313205978136104
4359,4360,SB_TransitionMatrix_51_TD5,"symbolic,transitionmat",0.076,0.016366232076059542
4360,4361,CO_CompareMinAMI_std2_2_80_mean,"correlation,AMI",0.076,0.015750964391026405
4361,4362,CO_CompareMinAMI_std1_2_80_std,"correlation,AMI",0.076,0.016447127219285422
4362,4363,MF_GARCHfit_ar_P1_Q2_constant,model,0.075,0.017620572150274526
4363,4364,MF_GARCHfit_ar_P1_Q1_stde_p5_5,model,0.075,0.01773962765133222
4364,4365,NL_MS_nlpe_fnn_mi_normksstat,"nonlinear,prediction,model,slow",0.075,0.017260939306505074
4365,4366,WL_dwtcoeff_db3_5_maxd_l5,"wavelet,dwt",0.075,0.01725115376853015
4366,4367,PP_Compare_rav3_kscn_peaksepy,"preprocessing,raw",0.075,0.017592225600709364
4367,4368,PP_Compare_medianf4_kscn_peaksepy,"preprocessing,raw",0.075,0.01730408476404413
4368,4369,PP_Compare_diff2_kscn_peaksepx,"preprocessing,raw",0.075,0.020551978446589594
4369,4370,NL_TSTL_PoincareSection_max_ac_stdx,"nonlinear,tstool",0.075,0.018896596266848607
4370,4371,SP_Summaries_pgram_hamm_wmax_25,FourierSpectrum,0.075,0.017139448189684787
4371,4372,SB_MotifThree_quantile_bccc,"symbolic,motifs",0.075,0.017225409303439826
4372,4373,EX_MovingThreshold_01_01_minq,outliers,0.075,0.01720705290570263
4373,4374,DN_OutlierInclude_p_001_nfexpa,"distribution,outliers",0.075,0.018100976242640746
4374,4375,DN_OutlierInclude_p_001_mfexpa,"distribution,outliers",0.075,0.01809180937828638
4375,4376,FC_Surprise_T2_50_3_q_500_median,"information,symbolic",0.075,0.017653793461957876
4376,4377,FC_Surprise_dist_100_4_q_500_tstat,"information,symbolic",0.075,0.017309469198126565
4377,4378,SY_RangeEvolve_nuql10,stationarity,0.075,0.0179823741628961
4378,4379,PH_ForcePotential_dblwell_1_02_01_median,dynamicalSystem,0.075,0.017033684127732648
4379,4380,PD_PeriodicityWang_th1_sqrtN,"periodicity,spline",0.075,0.017124849480684528
4380,4381,SB_TransitionpAlphabet_40_1_mineigfexp_a,"symbolic,transitionmat",0.075,0.018410393642252346
4381,4382,SB_TransitionMatrix_51_maxeigcov,"symbolic,transitionmat",0.075,0.017463249622848686
4382,4383,CO_AddNoise_ac_quantiles_10_fitlinb,"correlation,AMI,entropy",0.075,0.017923094059175176
4383,4384,NL_TSTL_TakensEstimator_n1_005_005_1_3,"nonlinear,tstool,scaling,dimension",0.075,0.01722386197102023
4384,4385,MF_StateSpace_n4sid_2_05_1_A_2,model,0.074,0.019355348285100823
4385,4386,PP_ModelFit_ar_2_rmserrrat_p2_10,"preprocessing,trend",0.074,0.01851501691884718
4386,4387,PP_Iterate_diff_gauss1_hsqrt_jump,"preprocessing,raw",0.074,0.021468677535908743
4387,4388,PP_Compare_resample_1_2_swss2_2,"preprocessing,raw,stationarity",0.074,0.019146897487703072
4388,4389,NL_TSTL_PoincareSection_max_1_meands,"nonlinear,tstool",0.074,0.01914937810033308
4389,4390,NL_crptool_fnn_10_2_mi_firstunder08,"nonlinear,dimension,crptool",0.074,0.01989919811172652
4390,4391,SP_Summaries_pgram_hamm_area_5_1,FourierSpectrum,0.074,0.019295738795287738
4391,4392,SP_Summaries_pgram_hamm_statav3_m,FourierSpectrum,0.074,0.01915641113957755
4392,4393,SC_FluctAnal_2_dfa_50_1_3_logi_ssr,scaling,0.074,0.019700399942517235
4393,4394,SB_MotifThree_quantile_bc,"symbolic,motifs",0.074,0.019734091435163328
4394,4395,SB_BinaryStats_mean_longstretch0,"distribution,stationarity",0.074,0.01977978534267171
4395,4396,EX_MovingThreshold_01_002_iqrq,outliers,0.074,0.01938045571742597
4396,4397,DN_OutlierInclude_abs_001_stdrflb,"distribution,outliers",0.074,0.019622630414295232
4397,4398,FC_LocalSimple_mean1_meanerr,forecasting,0.074,0.01900986646712396
4398,4399,PH_Walker_biasprop_01_05_w_std,trend,0.074,0.01912479258520016
4399,4400,PH_Walker_biasprop_05_01_w_max,trend,0.074,0.019781209551387416
4400,4401,FC_Surprise_T2_100_4_udq_500_median,"information,symbolic",0.074,0.019439248230163644
4401,4402,CO_TranslateShape_rectangle_2_pts_mean,correlation,0.074,0.018532325234246437
4402,4403,DN_RemovePoints_absclose_05_remove_std,"correlation,outliers",0.074,0.01848475496879488
4403,4404,SB_TransitionMatrix_41_stdeigcov,"symbolic,transitionmat",0.074,0.01947686634009712
4404,4405,CO_AddNoise_ac_gaussian_fitlinb,"correlation,AMI,entropy",0.074,0.01918696160870184
4405,4406,SY_LocalGlobal_kurtosis_unicg50,"stationarity,distribution",0.074,0.01858325326546915
4406,4407,CO_CompareMinAMI_std2_2_80_mode,"correlation,AMI",0.074,0.0197645548507449
4407,4408,CO_CompareMinAMI_std1_2_80_nunique,"correlation,AMI",0.074,0.019900205059198397
4408,4409,CO_CompareMinAMI_std1_2_80_median,"correlation,AMI",0.074,0.019142935232380268
4409,4410,MF_armax_2_2_05_1_AR_1,model,0.073,0.021582452630029156
4410,4411,WL_dwtcoeff_db3_5_stdd_l3,"wavelet,dwt",0.073,0.021578812502190573
4411,4412,WL_DetailCoeffs_db3_max_corrcoef_max_medians,wavelet,0.073,0.02079622135114037
4412,4413,WL_DetailCoeffs_db3_max_wslesr_max,wavelet,0.073,0.02144194348997989
4413,4414,WL_cwt_sym2_32_stat_2_m_s,"wavelet,cwt",0.073,0.021745159409848596
4414,4415,WL_cwt_db3_32_medianabsC,"wavelet,cwt",0.073,0.02178811903242337
4415,4416,PP_Compare_spline64_kscn_peaksepx,"preprocessing,raw",0.073,0.023440062913832934
4416,4417,PP_Compare_sin2_olbt_s5,"preprocessing,raw",0.073,0.02169656015221999
4417,4418,PP_Compare_poly1_gauss1_kd_resAC1,"preprocessing,raw",0.073,0.02049046045489774
4418,4419,NL_TSTL_LargestLyap_n1_01_001_3_1_4_expfit_r2,"nonlinear,tstool",0.073,0.02319558113560158
4419,4420,NL_TSTL_LargestLyap_n1_01_001_3_1_4_ve_meanabsres,"nonlinear,tstool",0.073,0.02226599058940779
4420,4421,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_expfit_rmse,"nonlinear,tstool",0.073,0.022505423111513143
4421,4422,NL_TSTL_dimensions_50_ac_fnnmar_co_lfitb3,"nonlinear,tstool,scaling,dimension",0.073,0.021996187111832627
4422,4423,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar_robfitresmeanabs,"nonlinear,correlation,tstool,stochastic",0.073,0.02432458460274204
4423,4424,NL_TSTL_GPCorrSum2_n1_05_40_20_ac_fnnmar_robfit_a1,"nonlinear,correlation,tstool,stochastic",0.073,0.024326904182865875
4424,4425,NL_crptool_fnn_10_2_ac_fnn9,"nonlinear,dimension,crptool",0.073,0.021108989194841367
4425,4426,SP_Summaries_pgram_hamm_statav2_m,FourierSpectrum,0.073,0.021041134424695837
4426,4427,SC_FluctAnal_2_dfa_50_1_logi_meanssr,scaling,0.073,0.020796068173340492
4427,4428,SC_FluctAnal_2_rsrange_50_logi_r2_resac1,scaling,0.073,0.02278948780549374
4428,4429,ST_LocalExtrema_n25_meanabsext,"distribution,stationarity",0.073,0.021443990895904028
4429,4430,DN_OutlierInclude_p_001_nflr2,"distribution,outliers",0.073,0.021564151341018186
4430,4431,FC_LocalSimple_lfit4_swm,forecasting,0.073,0.020377780723581894
4431,4432,EN_mse_1-10_2_015_diff1_sampen_s10,"entropy,sampen,controlen,mse",0.073,0.020545005494593507
